Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1881.5515610263096
FDW14,OUT017,1555.2866143448723
NCN55,OUT010,1823.5159647287524
FDQ58,OUT017,2562.135951687416
FDY38,OUT027,5039.193764335928
FDH56,OUT046,1937.3861335309086
FDL48,OUT018,676.2470196696308
FDC48,OUT027,2805.3517260094804
FDN33,OUT045,1537.1208271914447
FDA36,OUT017,3053.399997093361
FDT44,OUT017,2003.3801356193746
FDQ56,OUT045,1352.2748774452104
NCC54,OUT019,1804.4746015341902
FDU11,OUT049,2070.3421433899703
DRL59,OUT013,958.2388623345178
FDM24,OUT049,2543.0427022451818
FDI57,OUT045,3050.0483568237446
DRC12,OUT018,2724.546176849249
NCM42,OUT027,3191.545995417082
FDA46,OUT010,1134.4704498026776
FDA31,OUT013,2778.015315353949
NCJ31,OUT035,3795.442580413017
FDG52,OUT046,862.9030239469524
NCL19,OUT019,387.05660320811967
FDS10,OUT035,2991.774434786125
FDX22,OUT010,1449.6706125751184
NCF19,OUT035,991.4048437769914
NCE06,OUT046,2509.4698385917677
DRC27,OUT046,3759.7108077408
FDE21,OUT035,2046.6963810898783
NCR42,OUT019,-1256.8207845814945
FDX51,OUT018,2841.2765674559723
NCR06,OUT018,509.71048657003126
FDU31,OUT027,4871.131376931647
FDU59,OUT017,2683.7200241012256
FDR03,OUT027,4678.428600471827
FDS49,OUT027,2769.122195866358
FDD48,OUT010,-13.215201835064477
NCF18,OUT017,3074.9077860975494
NCD43,OUT027,3101.681311800241
NCD54,OUT018,2003.9879811082396
FDY19,OUT010,21.466223073583365
NCY54,OUT017,2772.5218682944133
NCL19,OUT018,2024.4636488542687
FDP23,OUT010,1510.3927613315095
FDC26,OUT013,1842.0825887141705
FDR14,OUT010,-930.6223030708269
NCS41,OUT035,2987.6795384626125
FDF41,OUT035,3964.3360613337663
FDU34,OUT046,2004.399483245249
DRH11,OUT046,972.2768396620252
FDM03,OUT013,1744.590333446891
FDS31,OUT017,2979.37579543867
FDJ20,OUT017,2110.360027856286
FDV44,OUT027,4429.918594553816
FDG02,OUT049,3082.0963955565876
FDA09,OUT013,2964.592005551653
FDT04,OUT013,746.774525647807
FDL58,OUT019,2221.190128507821
FDE52,OUT045,1436.9779901194297
FDW12,OUT035,2501.269583629235
FDL51,OUT017,3456.0673813938834
NCY42,OUT027,3665.5265112140305
FDR07,OUT017,1699.2564450835864
FDN40,OUT045,2346.8280402634105
FDB35,OUT027,2970.38835809587
FDA22,OUT017,2709.599886988227
NCL06,OUT046,4015.0138075427435
FDI35,OUT013,2892.263417944889
NCW42,OUT045,3355.918969981553
NCX06,OUT049,2922.531760706582
FDC37,OUT027,3205.2967781713824
FDZ14,OUT018,1713.7433095400897
DRG49,OUT049,3872.3701726059417
NCG06,OUT045,3876.6278257420804
DRC36,OUT045,2692.969522523708
FDV21,OUT019,146.5291782695965
FDB53,OUT046,2332.2255582924963
DRP47,OUT019,1999.5673577094267
FDA14,OUT013,2305.2920542670863
DRC24,OUT035,2555.2832847918635
FDW21,OUT018,1439.3507135228238
NCH29,OUT046,1572.9603533193706
FDU58,OUT013,3043.632733768601
FDY27,OUT017,2854.396083730452
FDV56,OUT035,1979.7658117544906
FDT59,OUT046,3591.2422323336473
FDB23,OUT046,3561.3502761904215
FDR49,OUT045,756.3342933240498
FDB03,OUT010,1870.0196625239257
FDN39,OUT045,2659.342748405615
FDX02,OUT027,4852.325734517983
FDQ16,OUT027,3195.178722529283
FDU35,OUT018,1354.9878003354042
NCT29,OUT013,1978.7232303862722
FDZ27,OUT046,835.0765206923626
FDN57,OUT017,2350.747334809088
FDA03,OUT018,2056.1004019738166
FDZ36,OUT045,2891.8803804665554
NCU05,OUT013,1372.2737944444034
FDT39,OUT018,2197.8060674861517
FDK60,OUT017,1727.2192980582477
FDZ25,OUT017,2818.4916017159594
FDG12,OUT046,2011.449151723484
DRB01,OUT019,1079.8454384449547
NCC43,OUT027,5254.551564049277
FDX13,OUT019,1979.5981084557952
FDM22,OUT049,1099.782285599756
FDJ03,OUT027,2306.87689535381
FDU14,OUT018,3614.8590095536524
FDB33,OUT010,669.1772269106696
FDP27,OUT046,2967.329985038369
FDO38,OUT010,-588.9040882609621
FDE28,OUT027,5038.927473527213
FDO27,OUT035,1721.6301856104103
DRL23,OUT027,3164.123158946297
FDS28,OUT046,1021.725649464601
FDX24,OUT013,1582.55205648362
FDZ02,OUT035,1739.7210591624325
FDL46,OUT045,1839.0590532016147
FDS60,OUT027,4250.5396145924215
NCO06,OUT017,708.1423615139331
FDO16,OUT035,1575.8314560032018
FDC60,OUT049,1585.4017749144618
FDA48,OUT018,3141.4502222299025
FDZ36,OUT027,4449.1826880210165
FDK27,OUT045,1909.1275783867604
FDW23,OUT018,465.98046275416897
FDM14,OUT018,1544.470261523375
FDM14,OUT013,1819.085322320492
FDW60,OUT018,2585.4288651935726
FDE21,OUT013,1939.3137744009741
NCM42,OUT035,1905.5828306566602
FDY59,OUT010,-319.84595021605026
DRI49,OUT049,1404.5930694472038
FDT28,OUT019,531.6216264952948
FDQ22,OUT018,493.96295924316513
FDR60,OUT049,1375.6534368846183
FDC50,OUT019,-311.21262858068576
FDV24,OUT013,2425.3538647503365
DRF48,OUT010,1139.468749513465
FDQ47,OUT046,707.6213891260225
DRN36,OUT049,1681.2705139342263
NCY06,OUT035,2181.164670310395
FDE52,OUT035,1632.7549915763288
NCB54,OUT045,1954.513264086222
NCF31,OUT035,2539.1120349258413
FDJ08,OUT027,4385.526760037553
NCC07,OUT017,1821.7053971440412
NCD19,OUT027,2349.855541958743
FDL46,OUT049,2089.785837035205
FDM20,OUT045,3753.4955924219275
NCI06,OUT010,933.0160425858552
DRM11,OUT035,4117.776850586429
NCH07,OUT018,2206.4101245717757
FDS23,OUT013,2092.90367110822
FDO49,OUT018,671.7605011498367
FDS35,OUT049,1214.2904790116431
DRK39,OUT045,1287.658502728255
DRI39,OUT049,1089.2450936832815
FDV04,OUT017,2617.2575618445376
NCN14,OUT035,2970.2294486503242
FDH08,OUT013,3643.0562342841426
FDS20,OUT046,2871.0534770016757
FDV40,OUT049,1390.9322017618167
FDZ48,OUT010,-90.88820747163948
FDS24,OUT027,2929.018953322481
FDK44,OUT049,2827.8316118279517
FDS48,OUT045,2388.2742715880913
FDK26,OUT010,1103.5193802043323
FDD23,OUT045,2939.0590953959218
NCH54,OUT017,2625.500492451297
NCP14,OUT010,-195.99128586884422
FDM60,OUT010,-1098.2799577879118
FDV24,OUT017,2481.730863018313
FDH08,OUT018,3306.20953672688
FDS12,OUT027,3444.78708952157
FDR39,OUT027,4257.451417686034
FDP12,OUT027,2172.06445554868
DRF60,OUT027,5057.891656554286
FDC09,OUT035,1883.4062404342076
FDF50,OUT018,2803.621284256176
FDG28,OUT035,3957.9761402641307
NCE19,OUT017,1046.0365000382787
NCM53,OUT010,-142.56702815535118
NCN18,OUT049,1936.9356286253767
FDF32,OUT035,3247.002361698821
FDF11,OUT013,3800.687312357657
DRI59,OUT049,3572.866381894042
NCG54,OUT035,2777.5671941182095
FDM44,OUT046,1675.1075736548717
FDT57,OUT018,3414.930339258935
FDV24,OUT046,2374.4015495163117
FDI50,OUT019,1716.9627466834418
FDS09,OUT035,1099.7327073878105
NCC31,OUT027,3859.1048147746806
FDQ07,OUT019,1562.9553276500574
FDC22,OUT017,3122.126291079359
FDZ56,OUT046,2684.827577431584
FDZ40,OUT019,-894.6398984676965
FDS46,OUT027,3390.2366480503415
DRD24,OUT045,2170.751461462595
FDV45,OUT017,3075.9504706132698
FDL26,OUT045,2404.482199203107
FDA56,OUT018,1739.5166245066082
FDN27,OUT046,1910.1136923462063
FDM20,OUT049,3900.139477738813
FDO16,OUT017,1507.2990990980768
FDL03,OUT035,3255.5042399613985
FDE58,OUT046,1880.5491331992848
FDI02,OUT027,3272.6372220764515
NCC55,OUT019,-1186.2172052388028
FDR03,OUT018,2998.5761197527263
FDB14,OUT017,1661.7625303053217
FDR45,OUT013,3778.337702299328
NCN07,OUT017,2172.801777198488
FDM51,OUT019,-140.33735812898067
FDT52,OUT027,5263.966053494878
FDL26,OUT046,2439.008370943245
NCZ42,OUT046,3680.052612117966
DRI47,OUT019,447.58962432478666
FDW40,OUT013,2318.9536311673796
FDN34,OUT046,2765.2543722411024
FDS01,OUT035,2964.436939441632
NCG55,OUT045,1791.226204567126
FDC11,OUT035,1574.7830724266773
FDX35,OUT018,3285.7511464824893
NCB06,OUT046,2497.889903842346
FDR09,OUT019,2138.0613226622145
FDC53,OUT017,1721.7416115475796
FDY45,OUT013,4039.145303728098
FDA22,OUT010,755.4499405265492
FDE02,OUT035,1697.4217032617864
FDW21,OUT045,1646.3555820415927
FDV34,OUT046,1307.3590298019574
FDS59,OUT049,1934.4164569309623
NCW17,OUT017,2144.348292361531
NCK54,OUT046,1836.0234956566032
FDG17,OUT019,1965.1059888509872
FDG35,OUT017,2907.9742195986837
FDD08,OUT010,-1141.4683095332662
NCO07,OUT017,3379.281551948102
FDJ10,OUT010,419.6671946269962
FDW36,OUT017,1809.4752476761025
FDW21,OUT010,-111.50185477190541
FDY19,OUT017,2023.5537947608352
DRE03,OUT013,883.0469802477096
NCC55,OUT049,788.8142830611675
FDH52,OUT010,-729.8711785599638
FDO09,OUT017,4203.197057003061
FDU43,OUT045,3690.714866379459
FDX09,OUT010,875.2013453452946
FDH40,OUT019,-443.68255740748964
FDW58,OUT017,1829.5115650364774
FDC47,OUT017,3617.6149769898184
NCR41,OUT035,1680.1646884126974
DRG49,OUT035,3905.200369513204
FDC52,OUT027,3856.3797608712703
FDY13,OUT046,1275.5295322580696
FDY35,OUT013,913.5696082596804
FDI35,OUT017,2963.6471388197474
NCU18,OUT049,2335.624295278826
FDY33,OUT018,2272.829728044142
FDC15,OUT027,3844.0595948895416
FDU01,OUT049,3116.606441949242
NCU42,OUT046,2649.797466052848
NCV29,OUT018,2510.6879415047924
NCY30,OUT017,2957.389650868113
FDQ46,OUT049,1911.1253907412229
FDG58,OUT027,3895.4482620857516
FDK33,OUT017,3446.9563939768846
NCD07,OUT045,1767.3703693892173
NCX29,OUT027,3689.0293626459606
NCT42,OUT013,2378.3884222537667
DRN59,OUT035,948.8703023627885
FDI44,OUT035,1463.539249041058
FDA45,OUT049,2869.8366501006235
FDP31,OUT045,1082.329443758471
FDY01,OUT046,1867.3632565376586
FDT09,OUT018,1923.8432252465902
DRH03,OUT027,3021.0288247731696
FDA36,OUT018,2683.6156652190257
NCF31,OUT017,2509.046094421443
FDG14,OUT049,2550.101666146088
FDG28,OUT027,5263.280479990909
FDU14,OUT049,3937.4162211248586
FDY47,OUT019,275.06776260575157
FDI56,OUT049,1597.8799331722557
DRD01,OUT013,1049.9266011379266
FDM22,OUT046,1070.437328840227
FDH33,OUT013,803.1970103451998
DRZ24,OUT013,1908.6110774412678
NCQ38,OUT046,1703.5171982710658
FDO16,OUT027,2848.4342785128047
FDU07,OUT027,3801.5495445224124
NCB07,OUT013,3047.609179005542
FDU48,OUT045,2067.0374674604664
NCM43,OUT045,2534.179791537452
FDR31,OUT010,470.2074452526267
DRK49,OUT018,483.2246421021593
NCI30,OUT010,1881.384406050522
DRD60,OUT017,2930.630685055505
NCG19,OUT046,3584.508675271367
FDH12,OUT035,1858.0629901469308
FDM32,OUT035,1673.2606448196277
FDM27,OUT035,2624.514499451555
NCU53,OUT027,4068.1489097674257
NCQ18,OUT046,1572.3205494131932
FDS10,OUT013,2862.163968191509
FDB33,OUT027,3942.131810527251
FDI12,OUT013,1498.161749881628
NCW42,OUT013,3451.735303717158
NCC06,OUT018,1787.779194995087
FDW02,OUT017,2130.366223332278
NCD43,OUT017,1791.6553533773413
FDM57,OUT018,1164.525010709685
FDA58,OUT017,3752.272774853753
FDK56,OUT046,2871.337954455856
FDP52,OUT045,3629.4940895031127
FDW20,OUT018,1745.8739683378571
FDS52,OUT049,1775.870604439514
NCT29,OUT018,1641.790960760808
NCL54,OUT013,2761.22682664891
FDC05,OUT045,3069.927017856035
FDF34,OUT035,3280.231281525948
FDP03,OUT027,3471.0894365926815
FDD32,OUT010,-435.4497716618429
FDZ10,OUT045,2051.044643228211
FDZ40,OUT035,1118.5756127471973
FDD51,OUT018,474.83191293921465
NCY30,OUT019,942.1160815455669
FDP58,OUT017,3466.310897362536
FDV49,OUT017,4195.105466456418
FDY24,OUT019,-906.2695146584222
NCO55,OUT017,1813.7974951455797
FDR13,OUT017,2047.8682458557828
FDS51,OUT017,1191.7629847374956
FDP26,OUT045,1574.3224748000537
NCB54,OUT027,3474.816211679531
FDF32,OUT017,3175.3387477424544
FDN31,OUT018,2698.246335750898
DRM48,OUT017,754.2609736410653
FDN20,OUT049,2781.444721397155
DRL01,OUT046,3687.2029933136614
FDV56,OUT049,1914.3549387868507
DRH13,OUT027,3168.5325511723377
FDA03,OUT017,2422.8911666072668
FDF47,OUT027,4893.908801377374
FDX32,OUT046,2354.4911176461915
FDX57,OUT049,1739.144739454346
NCA30,OUT045,2868.3961931998433
FDO49,OUT013,977.5403232103353
FDL04,OUT019,-164.35778001637686
DRM48,OUT035,814.0925649860533
FDR16,OUT013,3368.36180826488
NCC19,OUT018,2705.270387763909
NCE42,OUT045,3574.4889677652613
FDY24,OUT017,1088.2805975420922
FDH19,OUT049,2879.4327283153902
FDJ46,OUT013,2767.666866592183
FDN45,OUT010,1593.881320949758
FDY08,OUT035,2387.597268571417
FDZ37,OUT035,1635.4767888760844
NCT30,OUT045,767.2453756524006
DRY23,OUT018,514.6510730545094
NCZ30,OUT018,1678.9944891415978
FDC44,OUT018,1537.1719153198492
FDB45,OUT035,1873.9115162367682
FDY04,OUT013,2669.0774450011663
FDM27,OUT046,2614.589878024882
FDZ43,OUT017,3879.8225389573104
FDT39,OUT019,597.9368094591239
NCC06,OUT019,160.03077644594907
FDL15,OUT027,3873.7297991396863
FDL57,OUT017,4122.0209955204045
FDU08,OUT046,1630.4499506142483
FDK40,OUT017,4176.290242248693
FDQ12,OUT010,1694.1246408512752
FDS48,OUT017,2512.2943692030403
FDP09,OUT045,3259.651643065699
FDW21,OUT049,1784.102490880839
FDY25,OUT035,2991.4179625492593
DRE13,OUT017,1516.3142896467139
FDV43,OUT019,-1084.7142289258004
FDD22,OUT045,1745.7757427680033
FDM46,OUT019,-329.9699565277376
NCO30,OUT010,1013.2281624485767
FDM25,OUT046,2774.1701352263785
NCN41,OUT049,2061.919995139021
FDU24,OUT045,1488.3010973809412
FDZ50,OUT046,2873.290219286396
FDP45,OUT013,3980.676782008758
NCM54,OUT045,1943.1929157924737
FDW10,OUT019,875.2047518940005
FDP20,OUT017,2165.107694831736
FDK32,OUT046,2439.5730441825685
FDN52,OUT049,1583.529631689732
FDM58,OUT045,1848.2230054506072
FDZ46,OUT027,3224.9199984909246
NCA18,OUT018,1603.3667146466626
FDD35,OUT046,1968.0130254512526
NCK31,OUT035,1021.2768112835131
FDI40,OUT027,3098.2244471983768
FDT50,OUT019,-284.06218131325653
NCT06,OUT046,2573.199722126561
FDT31,OUT035,3112.7787910356446
FDT45,OUT049,1051.579858166406
FDT13,OUT045,2887.0265888601116
FDO50,OUT045,1436.1938353445055
NCU18,OUT010,342.07668466614393
