Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1639.834506779702
FDW14,OUT017,1364.1506504643191
NCN55,OUT010,572.9837536445583
FDQ58,OUT017,2476.0176069669424
FDY38,OUT027,5849.357206381325
FDH56,OUT046,1939.5457792019129
FDL48,OUT018,758.8995858206576
FDC48,OUT027,2126.622687017303
FDN33,OUT045,1517.9850183023634
FDA36,OUT017,3108.401863948585
FDT44,OUT017,1924.892241417392
FDQ56,OUT045,1361.2928452207075
NCC54,OUT019,573.7457860301198
FDU11,OUT049,2007.0249670246876
DRL59,OUT013,872.2097404330627
FDM24,OUT049,2453.664891971823
FDI57,OUT045,3025.860600706612
DRC12,OUT018,2945.483447842319
NCM42,OUT027,2921.7207310530653
FDA46,OUT010,510.75361252043047
FDA31,OUT013,2858.4379851336616
NCJ31,OUT035,3796.890344967589
FDG52,OUT046,781.68005515494
NCL19,OUT019,287.77963511673386
FDS10,OUT035,2989.4822470574504
FDX22,OUT010,563.8148660512451
NCF19,OUT035,752.5367426830334
NCE06,OUT046,2548.479935186611
DRC27,OUT046,3877.480408565178
FDE21,OUT035,1950.0613210365884
NCR42,OUT019,131.3079438225058
FDX51,OUT018,2984.94312248206
NCR06,OUT018,619.1358071628514
FDU31,OUT027,5850.235756667148
FDU59,OUT017,2551.1231773506165
FDR03,OUT027,5849.357206381325
FDS49,OUT027,2041.4106421899153
FDD48,OUT010,268.4562651075275
NCF18,OUT017,3023.3783326276634
NCD43,OUT027,2856.2763357936165
NCD54,OUT018,2106.8154082638766
FDY19,OUT010,268.70578392097656
NCY54,OUT017,2861.368311303162
NCL19,OUT018,2427.3424535370636
FDP23,OUT010,568.6106832317018
FDC26,OUT013,1738.8227667235228
FDR14,OUT010,132.4816513992689
NCS41,OUT035,3106.2458540618604
FDF41,OUT035,3847.2251527802496
FDU34,OUT046,2042.7078424159608
DRH11,OUT046,971.4804112303559
FDM03,OUT013,1643.5961709819674
FDS31,OUT017,3059.0766828647347
FDJ20,OUT017,1994.7246523705223
FDV44,OUT027,5116.238845782331
FDG02,OUT049,3115.9112613610714
FDA09,OUT013,3024.07494742865
FDT04,OUT013,714.1479379203738
FDL58,OUT019,571.2279614813157
FDE52,OUT045,1382.8325000600514
FDW12,OUT035,2480.2142791869283
FDL51,OUT017,3665.188478001967
NCY42,OUT027,3015.484777793704
FDR07,OUT017,1534.9399828443711
FDN40,OUT045,2468.438035067691
FDB35,OUT027,2706.3694476287164
FDA22,OUT017,2547.169425314837
NCL06,OUT046,4134.984778354008
FDI35,OUT013,3056.3796818105666
NCW42,OUT045,3759.070060484962
NCX06,OUT049,3025.144820194071
FDC37,OUT027,2889.746268499825
FDZ14,OUT018,1944.275902275199
DRG49,OUT049,3851.9016773912845
NCG06,OUT045,4089.671927192644
DRC36,OUT045,2859.3062861839717
FDV21,OUT019,280.6320365204128
FDB53,OUT046,2500.7939061754855
DRP47,OUT019,571.9928518155681
FDA14,OUT013,2449.006993128701
DRC24,OUT035,2531.1639729610997
FDW21,OUT018,1614.058408336511
NCH29,OUT046,1539.8210463739786
FDU58,OUT013,3091.3459937300127
FDY27,OUT017,2884.776784722815
FDV56,OUT035,1655.100612898809
FDT59,OUT046,3821.405173908071
FDB23,OUT046,3769.8810909780022
FDR49,OUT045,752.4424936057434
FDB03,OUT010,573.5594433047743
FDN39,OUT045,2668.2248648015543
FDX02,OUT027,5849.357206381325
FDQ16,OUT027,2889.746268499825
FDU35,OUT018,1549.7167261293534
NCT29,OUT013,2006.4530999846227
FDZ27,OUT046,782.3113023593164
FDN57,OUT017,2033.9845190098556
FDA03,OUT018,2425.8411836298937
FDZ36,OUT045,3114.2131183814463
NCU05,OUT013,1400.7321678163428
FDT39,OUT018,2392.6433431678865
FDK60,OUT017,1534.92945767642
FDZ25,OUT017,2792.7570377776738
FDG12,OUT046,2071.22951774742
DRB01,OUT019,506.75027725281996
NCC43,OUT027,5850.235756667148
FDX13,OUT019,569.0771081216006
FDM22,OUT049,875.4923427432592
FDJ03,OUT027,1052.6310840305225
FDU14,OUT018,3792.0368355666187
FDB33,OUT010,381.3825784446054
FDP27,OUT046,3137.2783327254233
FDO38,OUT010,160.77542459268605
FDE28,OUT027,5850.235756667148
FDO27,OUT035,1516.4292406760783
DRL23,OUT027,2886.463292595965
FDS28,OUT046,970.0347510516305
FDX24,OUT013,1473.1637657480167
FDZ02,OUT035,1535.09161009697
FDL46,OUT045,1915.3350880645978
FDS60,OUT027,4756.559174596599
NCO06,OUT017,590.1708268049925
FDO16,OUT035,1356.6905545823047
FDC60,OUT049,1367.9179620221414
FDA48,OUT018,3435.9553982738057
FDZ36,OUT027,5108.643992914636
FDK27,OUT045,2035.877560441869
FDW23,OUT018,607.2578910919846
FDM14,OUT018,1682.9783328432302
FDM14,OUT013,1647.258995350185
FDW60,OUT018,2841.791080580527
FDE21,OUT013,1964.1817657419617
NCM42,OUT035,1657.7809500283752
FDY59,OUT010,227.64882532409104
DRI49,OUT049,1307.6347368795193
FDT28,OUT019,366.5513288199843
FDQ22,OUT018,609.4449850693161
FDR60,OUT049,1272.7539720107468
FDC50,OUT019,235.57561191612652
FDV24,OUT013,2410.1708204925626
DRF48,OUT010,493.0157415255713
FDQ47,OUT046,634.0289410676876
DRN36,OUT049,1529.8423125821562
NCY06,OUT035,2016.2789547605043
FDE52,OUT035,1382.8325000600514
NCB54,OUT045,2008.2896906053852
NCF31,OUT035,2483.916951381834
FDJ08,OUT027,5123.917885724668
NCC07,OUT017,1645.361176510058
NCD19,OUT027,1257.2231974081908
FDL46,OUT049,2008.7513676705316
FDM20,OUT045,4037.8600095536244
NCI06,OUT010,449.91373126313897
DRM11,OUT035,4216.750402144461
NCH07,OUT018,2497.0434850127344
FDS23,OUT013,2026.4597721921064
FDO49,OUT018,758.7414160148916
FDS35,OUT049,1067.9767861200944
DRK39,OUT045,1335.153195308698
DRI39,OUT049,913.732532071311
FDV04,OUT017,2528.1053166665874
NCN14,OUT035,3049.5026336895203
FDH08,OUT013,3736.268316722804
FDS20,OUT046,3136.930211720379
FDV40,OUT049,1145.5641040753123
FDZ48,OUT010,258.39740898658783
FDS24,OUT027,2585.162543422897
FDK44,OUT049,2854.778787715277
FDS48,OUT045,2523.452695581295
FDK26,OUT010,494.2373908251073
FDD23,OUT045,3092.7039868538373
NCH54,OUT017,2604.803333296566
NCP14,OUT010,241.12728297133137
FDM60,OUT010,131.3079438225058
FDV24,OUT017,2458.0559439060967
FDH08,OUT018,3542.822271575488
FDS12,OUT027,2998.468255675952
FDR39,OUT027,4807.9602195704765
FDP12,OUT027,971.754854979011
DRF60,OUT027,5850.235756667148
FDC09,OUT035,1644.9377575853232
FDF50,OUT018,3002.0268738539103
FDG28,OUT035,4039.5557247685215
NCE19,OUT017,871.9198451476831
NCM53,OUT010,250.79196745872915
NCN18,OUT049,1730.0480356886715
FDF32,OUT035,3083.519590035582
FDF11,OUT013,3956.034805058949
DRI59,OUT049,3824.469213282158
NCG54,OUT035,2775.173930324486
FDM44,OUT046,1638.0989631250254
FDT57,OUT018,3612.028385450426
FDV24,OUT046,2456.0826863472844
FDI50,OUT019,570.8300423361524
FDS09,OUT035,765.661423159585
NCC31,OUT027,4110.410933500255
FDQ07,OUT019,573.5680155150671
FDC22,OUT017,3113.181359892707
FDZ56,OUT046,2802.6890058128206
FDZ40,OUT019,131.3079438225058
FDS46,OUT027,2936.1974239483516
DRD24,OUT045,2064.1990638764323
FDV45,OUT017,3066.7963350081827
FDL26,OUT045,2536.467955770328
FDA56,OUT018,1990.1249851602165
FDN27,OUT046,1970.4616833268487
FDM20,OUT049,3995.0685470178537
FDO16,OUT017,1335.3770009775783
FDL03,OUT035,3000.056588342585
FDE58,OUT046,1954.4142806194022
FDI02,OUT027,2932.667913504301
NCC55,OUT019,131.3079438225058
FDR03,OUT018,3234.726679273394
FDB14,OUT017,1454.2122905361896
FDR45,OUT013,3971.026114019183
NCN07,OUT017,2048.08688612602
FDM51,OUT019,248.45124167487924
FDT52,OUT027,5850.235756667148
FDL26,OUT046,2517.1712331593335
NCZ42,OUT046,3929.1364005549735
DRI47,OUT019,365.18806640478465
FDW40,OUT013,2068.1692148214765
FDN34,OUT046,2822.760476096541
FDS01,OUT035,2947.498628373894
NCG55,OUT045,1928.8753826381744
FDC11,OUT035,1360.1265434305171
FDX35,OUT018,3486.724593952134
NCB06,OUT046,2586.7947769800016
FDR09,OUT019,571.9928518155681
FDC53,OUT017,1537.2959162112277
FDY45,OUT013,4067.7068040015456
FDA22,OUT010,386.6105792669779
FDE02,OUT035,1515.510418432148
FDW21,OUT045,1630.4846731194768
FDV34,OUT046,1182.168762667431
FDS59,OUT049,1652.7811397898286
NCW17,OUT017,2064.074080208303
NCK54,OUT046,1967.6062026223985
FDG17,OUT019,570.8300423361524
FDG35,OUT017,2902.611829784743
FDD08,OUT010,131.3079438225058
NCO07,OUT017,3664.457590025569
FDJ10,OUT010,279.6180361808957
FDW36,OUT017,1644.278370135595
FDW21,OUT010,240.3911871018538
FDY19,OUT017,1934.038156796364
DRE03,OUT013,823.6507648758463
NCC55,OUT049,643.7889111021873
FDH52,OUT010,135.8117009904391
FDO09,OUT017,4090.0618606447442
FDU43,OUT045,3977.9320235911528
FDX09,OUT010,421.5478137513561
FDH40,OUT019,201.46458185900858
FDW58,OUT017,1643.5691252105978
FDC47,OUT017,3725.707885866813
NCR41,OUT035,1503.8015495053714
DRG49,OUT035,3894.5378499738745
FDC52,OUT027,4086.91496191842
FDY13,OUT046,1192.4364594792253
FDY35,OUT013,728.6443485557535
FDI35,OUT017,3102.7472443329875
NCU18,OUT049,2078.9766601429897
FDY33,OUT018,2510.098677521495
FDC15,OUT027,4198.528821126192
FDU01,OUT049,3080.9283986728597
NCU42,OUT046,2777.922327256501
NCV29,OUT018,2833.820976792115
NCY30,OUT017,3040.434136158173
FDQ46,OUT049,1735.483809197184
FDG58,OUT027,4107.868894417565
FDK33,OUT017,3651.205464227302
NCD07,OUT045,1905.1878152262052
NCX29,OUT027,4021.210757401142
NCT42,OUT013,2402.677723671357
DRN59,OUT035,746.6588707236353
FDI44,OUT035,1276.270368413551
FDA45,OUT049,2853.6873870838904
FDP31,OUT045,1058.271935973613
FDY01,OUT046,1937.295157829291
FDT09,OUT018,2027.5011875330479
DRH03,OUT027,2830.614368603501
FDA36,OUT018,3019.268949747626
