Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1571.3785610762936
FDW14,OUT017,1461.2671353645028
NCN55,OUT010,575.7537276858927
FDQ58,OUT017,2494.7459401886463
FDY38,OUT027,5845.5197475714285
FDH56,OUT046,1959.9273353603455
FDL48,OUT018,738.0244878851238
FDC48,OUT027,2188.5608563863107
FDN33,OUT045,1525.4549281616498
FDA36,OUT017,3056.7644461591713
FDT44,OUT017,1972.7336205864297
FDQ56,OUT045,1450.8107269136997
NCC54,OUT019,575.768860854326
FDU11,OUT049,2019.8660446979761
DRL59,OUT013,830.0299623173764
FDM24,OUT049,2482.4426306777445
FDI57,OUT045,3114.591488431291
DRC12,OUT018,3054.666067829412
NCM42,OUT027,2905.4913291377748
FDA46,OUT010,503.0467676048232
FDA31,OUT013,2846.7017446009904
NCJ31,OUT035,3878.893777256149
FDG52,OUT046,739.3173242206799
NCL19,OUT019,288.0567632378891
FDS10,OUT035,3014.913493229089
FDX22,OUT010,565.9376488149686
NCF19,OUT035,737.63098133036
NCE06,OUT046,2559.2696707068644
DRC27,OUT046,3899.6307447331346
FDE21,OUT035,1959.9273353603455
NCR42,OUT019,131.51279734362996
FDX51,OUT018,3054.666067829412
NCR06,OUT018,665.7849815333716
FDU31,OUT027,5845.5197475714285
FDU59,OUT017,2564.5758366610557
FDR03,OUT027,5845.5197475714285
FDS49,OUT027,2138.267767575614
FDD48,OUT010,267.38732947928867
NCF18,OUT017,3056.7644461591713
NCD43,OUT027,2862.068648509163
NCD54,OUT018,2122.3147335937706
FDY19,OUT010,267.51848910191416
NCY54,OUT017,2844.2489030549386
NCL19,OUT018,2477.940358017445
FDP23,OUT010,570.5448315134835
FDC26,OUT013,1697.4836668922862
FDR14,OUT010,131.51279734362996
NCS41,OUT035,3056.7644461591713
FDF41,OUT035,3909.2537343921576
FDU34,OUT046,2019.8660446979761
DRH11,OUT046,948.1309778624003
FDM03,OUT013,1571.3785610762936
FDS31,OUT017,3017.322105589692
FDJ20,OUT017,2019.8660446979761
FDV44,OUT027,5175.154294028787
FDG02,OUT049,3056.7644461591713
FDA09,OUT013,2983.388726913198
FDT04,OUT013,713.1541445399383
FDL58,OUT019,573.2543362331377
FDE52,OUT045,1488.839234512553
FDW12,OUT035,2477.940358017445
FDL51,OUT017,3692.807947895848
NCY42,OUT027,3002.0146057560546
FDR07,OUT017,1525.4549281616498
FDN40,OUT045,2484.927760835924
FDB35,OUT027,2698.313716481756
FDA22,OUT017,2569.973994401122
NCL06,OUT046,4059.1663045145206
FDI35,OUT013,3017.322105589692
NCW42,OUT045,3774.04790285361
NCX06,OUT049,2985.905065450136
FDC37,OUT027,2892.137419340405
FDZ14,OUT018,2019.8660446979761
DRG49,OUT049,3885.8094646258846
NCG06,OUT045,4017.891442812716
DRC36,OUT045,2842.4193061076535
FDV21,OUT019,277.9912889251599
FDB53,OUT046,2480.614660586369
DRP47,OUT019,572.6972637246467
FDA14,OUT013,2477.940358017445
DRC24,OUT035,2484.927760835924
FDW21,OUT018,1549.8128610136068
NCH29,OUT046,1525.4549281616498
FDU58,OUT013,3056.7644461591713
FDY27,OUT017,2876.963778777876
FDV56,OUT035,1573.772959777206
FDT59,OUT046,3831.061413782591
FDB23,OUT046,3789.7546587124793
FDR49,OUT045,734.2874624991623
FDB03,OUT010,575.768860854326
FDN39,OUT045,2567.42238459108
FDX02,OUT027,5845.5197475714285
FDQ16,OUT027,2889.4241162386925
FDU35,OUT018,1534.5120515196008
NCT29,OUT013,2019.8660446979761
FDZ27,OUT046,739.3173242206799
FDN57,OUT017,2033.4790853608554
FDA03,OUT018,2477.940358017445
FDZ36,OUT045,3054.9348492118856
NCU05,OUT013,1458.7745482807911
FDT39,OUT018,2480.614660586369
FDK60,OUT017,1525.4549281616498
FDZ25,OUT017,2733.6984835328276
FDG12,OUT046,2019.8660446979761
DRB01,OUT019,499.5093029910072
NCC43,OUT027,5845.5197475714285
FDX13,OUT019,570.1827391034584
FDM22,OUT049,862.8606052500186
FDJ03,OUT027,1059.652790292852
FDU14,OUT018,3755.836957225468
FDB33,OUT010,379.9291070321969
FDP27,OUT046,3056.7644461591713
FDO38,OUT010,161.03219898287682
FDE28,OUT027,5845.5197475714285
FDO27,OUT035,1525.4549281616498
DRL23,OUT027,2889.4241162386925
FDS28,OUT046,946.4564975034446
FDX24,OUT013,1536.356354721951
FDZ02,OUT035,1525.4549281616498
FDL46,OUT045,1959.9273353603455
FDS60,OUT027,4800.797087245643
NCO06,OUT017,660.5844861226437
FDO16,OUT035,1443.9532360405065
FDC60,OUT049,1463.0734711924574
FDA48,OUT018,3519.8385305594625
FDZ36,OUT027,5161.734028720416
FDK27,OUT045,2019.8660446979761
FDW23,OUT018,663.2234734757225
FDM14,OUT018,1635.8493344719463
FDM14,OUT013,1571.3785610762936
FDW60,OUT018,2874.8654004481173
FDE21,OUT013,1959.9273353603455
NCM42,OUT035,1573.772959777206
FDY59,OUT010,226.5780771205034
DRI49,OUT049,1357.4307712283296
FDT28,OUT019,365.0938454955065
FDQ22,OUT018,664.9454719827024
FDR60,OUT049,1310.3655450583303
FDC50,OUT019,234.03866383744233
FDV24,OUT013,2482.4426306777445
DRF48,OUT010,490.98371455834103
FDQ47,OUT046,663.359690221872
DRN36,OUT049,1525.4549281616498
NCY06,OUT035,2022.4606742038306
FDE52,OUT035,1488.839234512553
NCB54,OUT045,2022.4606742038306
NCF31,OUT035,2484.927760835924
FDJ08,OUT027,5175.154294028787
NCC07,OUT017,1569.0776494777547
NCD19,OUT027,1207.8455547481708
FDL46,OUT049,1978.8344889106263
FDM20,OUT045,3941.541126025458
NCI06,OUT010,448.2729096378181
DRM11,OUT035,4067.441229604315
NCH07,OUT018,2545.6448026982844
FDS23,OUT013,2027.4347281418814
FDO49,OUT018,736.5421201214515
FDS35,OUT049,1055.6604738479423
DRK39,OUT045,1400.2378807979528
DRI39,OUT049,908.9948438364077
FDV04,OUT017,2545.6448026982844
NCN14,OUT035,3053.820088989759
FDH08,OUT013,3813.5915262533217
FDS20,OUT046,3056.7644461591713
FDV40,OUT049,1138.1266439533383
FDZ48,OUT010,257.25244382139374
FDS24,OUT027,2609.1130275816263
FDK44,OUT049,2846.7017446009904
FDS48,OUT045,2480.614660586369
FDK26,OUT010,495.7317504932054
FDD23,OUT045,3054.9348492118856
NCH54,OUT017,2559.2696707068644
NCP14,OUT010,242.9496062693311
FDM60,OUT010,131.51279734362996
FDV24,OUT017,2480.614660586369
FDH08,OUT018,3583.0675600751447
FDS12,OUT027,2982.145524011041
FDR39,OUT027,4865.127038661309
FDP12,OUT027,995.9055268972462
DRF60,OUT027,5845.5197475714285
FDC09,OUT035,1564.363344531198
FDF50,OUT018,3077.3705668277976
FDG28,OUT035,3942.1330603713363
NCE19,OUT017,898.0664485897786
NCM53,OUT010,250.69735249172953
NCN18,OUT049,1653.249465996686
FDF32,OUT035,3137.731294351037
FDF11,OUT013,3919.1048666011206
DRI59,OUT049,3800.410840368581
NCG54,OUT035,2733.6984835328276
FDM44,OUT046,1552.2079892520626
FDT57,OUT018,3641.5058364904394
FDV24,OUT046,2480.614660586369
FDI50,OUT019,573.2543362331377
FDS09,OUT035,758.1454282754706
NCC31,OUT027,4074.354865996664
FDQ07,OUT019,575.7537276858927
FDC22,OUT017,3056.7644461591713
FDZ56,OUT046,2733.6984835328276
FDZ40,OUT019,131.51279734362996
FDS46,OUT027,2937.6249072690102
DRD24,OUT045,2041.5651356101685
FDV45,OUT017,3056.7644461591713
FDL26,OUT045,2498.8247378895503
FDA56,OUT018,2019.8660446979761
FDN27,OUT046,1959.9273353603455
FDM20,OUT049,3925.0871683179216
FDO16,OUT017,1400.2378807979528
FDL03,OUT035,3056.7644461591713
FDE58,OUT046,1959.9273353603455
FDI02,OUT027,2928.0714223333252
NCC55,OUT019,131.51279734362996
FDR03,OUT018,3300.946699476975
FDB14,OUT017,1513.8912280550533
FDR45,OUT013,3923.000488106698
NCN07,OUT017,2027.4347281418814
FDM51,OUT019,248.6006775230673
FDT52,OUT027,5845.5197475714285
FDL26,OUT046,2489.935642126969
NCZ42,OUT046,3900.3175458100654
DRI47,OUT019,366.1688348771635
FDW40,OUT013,2041.5651356101685
FDN34,OUT046,2733.6984835328276
FDS01,OUT035,2903.5187621725413
NCG55,OUT045,1959.9273353603455
FDC11,OUT035,1463.1049773761904
FDX35,OUT018,3562.596532482897
NCB06,OUT046,2550.6510434724632
FDR09,OUT019,572.6972637246467
FDC53,OUT017,1525.4549281616498
FDY45,OUT013,3990.950160019244
FDA22,OUT010,385.51556509318505
FDE02,OUT035,1525.4549281616498
FDW21,OUT045,1549.8128610136068
FDV34,OUT046,1163.9262190145676
FDS59,OUT049,1573.772959777206
NCW17,OUT017,2022.4606742038306
NCK54,OUT046,1959.9273353603455
FDG17,OUT019,573.2543362331377
FDG35,OUT017,2844.2489030549386
FDD08,OUT010,131.51279734362996
NCO07,OUT017,3692.807947895848
FDJ10,OUT010,279.1063066483024
FDW36,OUT017,1564.363344531198
FDW21,OUT010,239.65022093348063
FDY19,OUT017,1959.9273353603455
DRE03,OUT013,786.4727911856677
NCC55,OUT049,665.9986775749508
FDH52,OUT010,136.16267060553298
FDO09,OUT017,4077.6515690858255
FDU43,OUT045,3905.970529913738
FDX09,OUT010,424.32912965984247
FDH40,OUT019,200.0822799529203
FDW58,OUT017,1564.363344531198
FDC47,OUT017,3796.9252579852828
NCR41,OUT035,1525.4549281616498
DRG49,OUT035,3905.4944671471776
FDC52,OUT027,4058.227335662114
FDY13,OUT046,1167.3479024532626
FDY35,OUT013,720.1411935489522
FDI35,OUT017,3041.322362380974
